               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.041523,            0.010095,                   0,             0.78556,             0.41205,             0.50879,             0.26646,            0.050711,            0.010545,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.041826,           0.0099769,                   0,             0.71731,             0.36145,             0.44614,             0.23702,            0.052404,             0.01042,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.042795,           0.0099792,                   0,             0.71279,             0.43133,             0.49007,             0.25177,            0.049806,             0.01136,                   0,            0.004621,            0.004621,            0.004621
                 165,             0.04193,            0.009986,                   0,             0.60159,             0.40964,             0.45735,             0.23536,            0.051564,            0.010637,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.041449,            0.010241,                   0,             0.66645,             0.45542,             0.48611,             0.24518,            0.051386,             0.01104,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.041724,            0.010084,                   0,             0.70265,             0.44819,             0.50768,             0.26431,            0.051005,            0.011394,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.041922,           0.0099519,                   0,             0.77855,             0.39518,             0.48971,             0.26066,            0.050766,            0.010519,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.041336,            0.010034,                   0,             0.71352,             0.39011,             0.46152,             0.24318,            0.050253,            0.010386,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.042072,           0.0099504,                   0,             0.76984,             0.31807,             0.41691,             0.22862,            0.052074,           0.0099459,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.041414,            0.010159,                   0,             0.63356,             0.39518,               0.458,             0.23944,            0.053144,            0.010405,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.041207,           0.0099717,                   0,              0.6253,             0.43855,             0.48094,             0.24889,            0.052309,            0.010968,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.040919,           0.0096272,                   0,             0.67797,              0.4506,             0.50716,              0.2605,            0.051495,            0.010675,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.041091,           0.0095834,                   0,              0.7068,             0.40723,             0.48147,             0.25598,            0.050842,            0.010791,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.040488,            0.010235,                   0,             0.57755,             0.40482,               0.444,             0.23996,            0.052529,            0.010619,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.041151,           0.0096675,                   0,             0.73463,             0.32687,             0.42339,              0.2335,            0.052245,            0.010406,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.041325,           0.0098324,                   0,             0.67849,             0.41928,             0.47615,             0.24607,            0.049733,             0.01072,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.041278,           0.0099092,                   0,              0.6614,             0.46747,             0.52338,             0.26429,            0.050988,            0.010344,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.040797,           0.0097207,                   0,             0.57622,             0.38334,             0.43494,             0.24198,            0.052851,             0.01005,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.040876,           0.0098196,                   0,             0.58721,             0.40241,             0.45082,             0.24246,            0.053382,             0.01029,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.041231,            0.010122,                   0,             0.74858,             0.35154,             0.45079,             0.24095,            0.053539,            0.010219,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.040754,           0.0097117,                   0,             0.58893,             0.41427,             0.45754,             0.24471,            0.053104,            0.010647,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.040246,           0.0096596,                   0,             0.62476,             0.40482,              0.4522,             0.24354,              0.0522,            0.010443,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.040765,           0.0096556,                   0,             0.73764,              0.3252,             0.42355,              0.2331,            0.053519,            0.010947,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.039832,           0.0093494,                   0,             0.68587,             0.36627,             0.43804,             0.23975,            0.053284,            0.010529,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.040237,            0.009857,                   0,             0.62554,             0.41863,             0.46603,             0.24923,            0.052354,            0.010029,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.040631,           0.0096886,                   0,             0.62755,             0.42169,             0.47377,             0.24563,            0.052704,             0.01056,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.040519,           0.0096107,                   0,             0.80938,             0.32048,             0.42651,             0.23045,              0.0551,            0.010717,                   0,            0.003829,            0.003829,            0.003829
                 189,             0.03943,           0.0097838,                   0,              0.5545,             0.38072,             0.42473,             0.23428,            0.054674,            0.010585,                   0,            0.003796,            0.003796,            0.003796
